feature,importance
current_round_usd,0.358472846198105
pre_last_post_money_usd,0.1777337975841789
pre_funding_usd,0.11595736671591733
pre_max_round_usd,0.1142058098462431
prediction_year,0.10778158249894959
years_since_first_round,0.044559929297878144
days_since_last_round,0.037833184398621905
current_investor_count,0.024985745551868235
pre_unique_investor_count,0.018469737908237728
pre_round_count,0.0
