feature,cox_log_hazard_ratio,hazard_ratio
pre_round_count,0.5087035248586668,1.6631335852544404
pre_rounds_with_amount,-0.3537798517598847,0.7020295009037586
pre_funding_total_usd,-0.3995644575528362,0.6706120624570298
pre_funding_max_usd,1.4156585834646642,4.119198408814598
pre_unique_investor_count,0.16061671022975804,1.1742348103581448
pre_investor_count_max,-0.05320663475221696,0.9481840644589442
years_of_history_pre,-2.905888463630631e-13,0.9999999999997095
days_since_last_pre_round,0.0818850803936371,1.0853310768424294
