company,company_key,is_unicorn,label_source,index_date,outcome_date,matched_positive_company,match_method,match_gap_days,index_year,index_era,pre_round_count,has_pre_round,pre_rounds_with_amount,pre_funding_total_usd,ln_pre_funding,pre_funding_max_usd,ln_pre_funding_max,pre_last_post_money_usd,pre_max_post_money_usd,pre_unique_investor_count,pre_investor_count_max,years_of_history_pre,days_since_last_pre_round,max_feature_round_date,industry_group,continent,country,founded_year,has_founded_year,master_match_status,master_tier,probability,founding_year_cohort,funding_stage_proxy,total_funding_bucket,company_age_proxy,data_completeness,economic_period
Alienkind Private Limited,alienkindprivate,0,capitaliq_below_1b_matched_control,2025-04-25,,"Yangtze Memory Technologies Co., Ltd.",control_date_only,22,2025,Post-2021,1,1,1,1170000.0,13.972515161474428,1170000.0,13.972515161474428,9770000.0,9770000.0,0,0,0.0602327173169062,22,2025-04-03,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
"Pakible, Inc.",pakible,0,capitaliq_below_1b_matched_control,2025-04-30,,"CHAOS Industries, Inc.",control_industry_continent,3690,2025,Post-2021,1,1,1,120000.0,11.695255355062796,120000.0,11.695255355062796,1710000.0,1710000.0,1,1,10.102669404517451,3690,2015-03-24,Hardware & Industrials,North America,United States,2014,1,exact_unique,control_funded,0.10125127626244451,2010-14,1,Q2,7+,round+founding+master,2025-2026
Allana CF Foods Private Limited,allanacffoodsprivate,0,capitaliq_below_1b_matched_control,2025-04-30,,"Shanghai Xizhi Technology Co., Ltd. (SEHK:1879)",control_date_only,22,2025,Post-2021,1,1,1,12000.0,9.39274525863144,12000.0,9.39274525863144,17000.0,17000.0,1,1,0.0602327173169062,22,2025-04-08,Unknown,Unknown,,-1,0,unmatched,unmatched,0.05191922051100903,,1,Q2,0-1,round_history_only,2025-2026
"Glowforge, Inc.",glowforge,0,capitaliq_below_1b_matched_control,2025-05-05,,"Anysphere, Inc.",control_industry_continent,719,2025,Post-2021,1,1,1,63000000.0,17.958645300228824,63000000.0,17.958645300228824,410520000.0,410520000.0,4,4,1.9685147159479808,719,2023-05-17,Enterprise Software,North America,United States,2014,1,exact_unique,control_funded,0.9661889619525635,2010-14,1,Q4,1-3,round+founding+master,2025-2026
Africa Eats SPC,africaeatsspc,0,capitaliq_below_1b_matched_control,2025-05-06,,"Statsig, Inc.",control_date_only,6,2025,Post-2021,1,1,1,124000.0,11.728044909070784,124000.0,11.728044909070784,1830000.0,1830000.0,0,0,0.0164271047227926,6,2025-04-30,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
"Handle, Inc.",handle,0,capitaliq_below_1b_matched_control,2025-05-07,,SpreeAI Corporation,control_industry_continent,454,2025,Post-2021,1,1,1,150000.0,11.918397239722838,150000.0,11.918397239722838,1750000.0,1750000.0,2,2,1.242984257357974,454,2024-02-08,AI & Data,North America,United States,2011,1,exact_unique,control_funded,0.06470834726978131,2010-14,1,Q2,1-3,round+founding+master,2025-2026
"Agree.com, Inc.",agreecom,0,capitaliq_below_1b_matched_control,2025-05-08,,SmartShift Logistics Solutions Pvt. Ltd.,control_date_only,2,2025,Post-2021,1,1,1,7200000.0,15.789591722875162,7200000.0,15.789591722875162,13870000.0,13870000.0,2,2,0.0054757015742642,2,2025-05-06,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"Adopt AI, Inc.",adoptai,0,capitaliq_below_1b_matched_control,2025-05-15,,"Entrata, Inc.",control_date_only,2,2025,Post-2021,1,1,1,6000000.0,15.607270193858982,6000000.0,15.607270193858982,6000000.0,6000000.0,4,4,0.0054757015742642,2,2025-05-13,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
"AI Runs Sales, Inc",airunssales,0,capitaliq_below_1b_matched_control,2025-05-15,,"Pathos AI, Inc.",control_date_only,15,2025,Post-2021,1,1,1,4000000.0,15.201805169084134,4000000.0,15.201805169084134,6700000.0,6700000.0,2,2,0.0410677618069815,15,2025-04-30,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
ALM Ortho Inc,almortho,0,capitaliq_below_1b_matched_control,2025-05-16,,"Function Health, Inc.",control_date_only,204,2025,Post-2021,1,1,1,1000000.0,13.815511557963774,1000000.0,13.815511557963774,9320000.0,9320000.0,2,2,0.5585215605749486,204,2024-10-24,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0021110997581305427,,1,Q2,0-1,round_history_only,2025-2026
AIM Beverages LLC,aimbeverages,0,capitaliq_below_1b_matched_control,2025-05-28,,Raise Securities Private Limited,control_date_only,5,2025,Post-2021,1,1,1,125000.0,11.736077016252436,125000.0,11.736077016252436,20000000.0,20000000.0,0,0,0.0136892539356605,5,2025-05-23,Unknown,Unknown,,-1,0,unmatched,unmatched,6.674294431731502e-06,,1,Q2,0-1,round_history_only,2025-2026
"Conduit Technology, Inc.",conduit,0,capitaliq_below_1b_matched_control,2025-05-29,,"Snorkel AI, Inc.",control_industry_continent,1,2025,Post-2021,1,1,1,36000000.0,17.399029524198163,36000000.0,17.399029524198163,80190000.0,80190000.0,8,8,0.0027378507871321,1,2025-05-28,Enterprise Software,North America,United States,2005,1,exact_unique,soonicorn_proxy,0.009147719872719874,≤2009,1,Q4,0-1,round+founding+master,2025-2026
Alok Ferro Alloys Ltd.,alokferroalloys,0,capitaliq_below_1b_matched_control,2025-05-31,,"Airwallex (Shenzhen) Network Technology Co., Ltd.",control_date_only,338,2025,Post-2021,1,1,1,2260000.0,14.630875813726249,2260000.0,14.630875813726249,24140000.0,24140000.0,1,1,0.9253935660506504,338,2024-06-27,Unknown,Unknown,,-1,0,unmatched,unmatched,0.09177520966969682,,1,Q2,0-1,round_history_only,2025-2026
Alagendira Solar Energy Private Limited,alagendirasolarenergyprivate,0,capitaliq_below_1b_matched_control,2025-06-02,,"TAE Technologies, Inc.",control_date_only,2,2025,Post-2021,1,1,1,3000.0,8.006700845440367,3000.0,8.006700845440367,12000.0,12000.0,1,1,0.0054757015742642,2,2025-05-31,Unknown,Unknown,,-1,0,unmatched,unmatched,0.05191922051100903,,1,Q2,0-1,round_history_only,2025-2026
"228 Labs, Inc.",228,0,capitaliq_below_1b_matched_control,2025-06-05,,"Kylin Software Co., Ltd.",control_date_only,2,2025,Post-2021,1,1,1,5600000.0,15.53827733427679,5600000.0,15.53827733427679,13230000.0,13230000.0,6,6,0.0054757015742642,2,2025-06-03,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q3,0-1,round_history_only,2025-2026
4M Clothing LLP,4mclothingllp,0,capitaliq_below_1b_matched_control,2025-06-06,,"Redwood Services, LLC",control_date_only,4,2025,Post-2021,1,1,1,39940000.0,17.502888910989498,39940000.0,17.502888910989498,292840000.0,292840000.0,3,3,0.0109514031485284,4,2025-06-02,Unknown,Unknown,,-1,0,unmatched,unmatched,0.0028825396825396823,,1,Q4,0-1,round_history_only,2025-2026
Adhikosh Financial Advisory Private Limited,adhikoshfinancialadvisoryprivate,0,capitaliq_below_1b_matched_control,2025-06-09,,Roppen Transportation Services Private Limited,control_date_only,5,2025,Post-2021,1,1,1,699000.0,13.457407451830088,699000.0,13.457407451830088,21360000.0,21360000.0,1,1,0.0136892539356605,5,2025-06-04,Unknown,Unknown,,-1,0,unmatched,unmatched,1.004129779873487e-05,,1,Q2,0-1,round_history_only,2025-2026
AgentSmyth Inc.,agentsmyth,0,capitaliq_below_1b_matched_control,2025-06-10,,"Linear Orbit, Inc.",control_date_only,8,2025,Post-2021,1,1,1,8710000.0,15.979982463639242,8710000.0,15.979982463639242,8710000.0,8710000.0,2,2,0.0219028062970568,8,2025-06-02,Unknown,Unknown,,-1,0,unmatched,unmatched,3.743855807270747e-05,,1,Q3,0-1,round_history_only,2025-2026
